quarter,hb_code,location_code,urban_rural,admission_type,specialty_name,episodes,length_of_episode,spells,hb_name,total_occupied_beds,pop
2020Q1,S08000016,S08000016,Rural,Elective Inpatients,Ophthalmology,5,5,5,Borders,16272,115240
2020Q4,S08000016,S08000016,Rural,Elective Inpatients,Ophthalmology,0,0,0,Borders,15500,115240
2021Q2,S08000016,S08000016,Rural,Elective Inpatients,Ophthalmology,0,0,0,Borders,17745,115240
2021Q3,S08000016,S08000016,Rural,Elective Inpatients,Ophthalmology,5,0,5,Borders,17316,115240
2020Q1,S08000016,S08000016,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,65,160,66,Borders,16272,115240
2020Q2,S08000016,S08000016,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,5,12,5,Borders,10533,115240
2020Q3,S08000016,S08000016,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,16,43,16,Borders,13436,115240
2020Q4,S08000016,S08000016,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,67,173,67,Borders,15500,115240
2021Q1,S08000016,S08000016,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,18,41,18,Borders,17052,115240
2021Q2,S08000016,S08000016,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,71,162,70,Borders,17745,115240
2021Q3,S08000016,S08000016,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,59,172,59,Borders,17316,115240
2020Q1,S08000016,S08000016,Rural,Elective Inpatients,Urology,43,55,43,Borders,16272,115240
2020Q2,S08000016,S08000016,Rural,Elective Inpatients,Urology,31,55,31,Borders,10533,115240
2020Q3,S08000016,S08000016,Rural,Elective Inpatients,Urology,25,32,25,Borders,13436,115240
2020Q4,S08000016,S08000016,Rural,Elective Inpatients,Urology,36,70,36,Borders,15500,115240
2021Q1,S08000016,S08000016,Rural,Elective Inpatients,Urology,19,78,19,Borders,17052,115240
2021Q2,S08000016,S08000016,Rural,Elective Inpatients,Urology,45,58,46,Borders,17745,115240
2021Q3,S08000016,S08000016,Rural,Elective Inpatients,Urology,35,59,35,Borders,17316,115240
2020Q1,S08000016,S08000016,Rural,Elective Inpatients,Haematology,0,0,0,Borders,16272,115240
2020Q2,S08000016,S08000016,Rural,Elective Inpatients,Haematology,0,5,0,Borders,10533,115240
2021Q3,S08000016,S08000016,Rural,Elective Inpatients,Haematology,0,0,0,Borders,17316,115240
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,General Medicine,5,17,10,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,General Medicine,0,0,0,Dumfries and Galloway,18643,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,General Medicine,0,0,5,Dumfries and Galloway,26026,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,General Medicine,0,0,13,Dumfries and Galloway,25679,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,General Medicine,0,0,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,General Medicine,0,0,5,Dumfries and Galloway,25834,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Cardiology,5,13,10,Dumfries and Galloway,26026,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Cardiology,5,6,10,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Cardiology,0,5,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Cardiology,0,5,5,Dumfries and Galloway,25834,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Endocrinology & Diabetes,0,5,0,Dumfries and Galloway,26026,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Endocrinology & Diabetes,5,11,5,Dumfries and Galloway,25679,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Endocrinology & Diabetes,5,13,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Endocrinology & Diabetes,0,5,0,Dumfries and Galloway,25834,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,Gastroenterology,5,0,10,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Gastroenterology,5,0,5,Dumfries and Galloway,18643,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Gastroenterology,10,10,15,Dumfries and Galloway,26026,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Gastroenterology,5,5,13,Dumfries and Galloway,25679,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Gastroenterology,5,5,5,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Gastroenterology,5,0,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Gastroenterology,0,0,0,Dumfries and Galloway,25834,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,Geriatric Medicine,0,0,0,Dumfries and Galloway,29251,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Geriatric Medicine,0,0,5,Dumfries and Galloway,25679,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Renal Medicine,0,0,5,Dumfries and Galloway,25679,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Renal Medicine,0,8,0,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Renal Medicine,0,5,0,Dumfries and Galloway,25834,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Dumfries and Galloway,24302,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,Respiratory Medicine,0,12,0,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Respiratory Medicine,10,9,10,Dumfries and Galloway,18643,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Respiratory Medicine,5,12,10,Dumfries and Galloway,25679,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Respiratory Medicine,5,5,5,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Respiratory Medicine,0,7,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Respiratory Medicine,0,5,5,Dumfries and Galloway,25834,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,General Surgery,140,225,220,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,General Surgery,87,125,116,Dumfries and Galloway,18643,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,General Surgery,123,187,205,Dumfries and Galloway,26026,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,General Surgery,100,125,205,Dumfries and Galloway,25679,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,General Surgery,126,189,185,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,General Surgery,139,180,235,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,General Surgery,98,158,180,Dumfries and Galloway,25834,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,Anaesthetics,0,0,0,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Anaesthetics,0,0,0,Dumfries and Galloway,18643,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",35,22,51,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",5,5,5,Dumfries and Galloway,18643,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",33,31,41,Dumfries and Galloway,26026,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",27,16,42,Dumfries and Galloway,25679,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",5,5,10,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",15,14,37,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",10,7,18,Dumfries and Galloway,25834,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,Ophthalmology,0,0,5,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Ophthalmology,0,0,0,Dumfries and Galloway,18643,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Ophthalmology,0,0,0,Dumfries and Galloway,26026,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Ophthalmology,5,0,10,Dumfries and Galloway,25679,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Ophthalmology,0,0,0,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Ophthalmology,5,5,10,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Ophthalmology,0,0,0,Dumfries and Galloway,25834,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,115,375,140,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,0,0,0,Dumfries and Galloway,18643,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,50,49,84,Dumfries and Galloway,26026,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,96,106,130,Dumfries and Galloway,25679,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,20,20,24,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,62,90,80,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,5,5,10,Dumfries and Galloway,25834,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,Urology,40,25,65,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Urology,25,28,37,Dumfries and Galloway,18643,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Urology,50,42,73,Dumfries and Galloway,26026,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Urology,35,19,74,Dumfries and Galloway,25679,148290
2021Q1,S08000017,Y146H,Rural,Elective Inpatients,Urology,40,45,58,Dumfries and Galloway,23420,148290
2021Q2,S08000017,Y146H,Rural,Elective Inpatients,Urology,30,51,86,Dumfries and Galloway,24302,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Urology,40,29,81,Dumfries and Galloway,25834,148290
2020Q1,S08000017,Y146H,Rural,Elective Inpatients,Haematology,5,10,5,Dumfries and Galloway,29251,148290
2020Q2,S08000017,Y146H,Rural,Elective Inpatients,Haematology,0,0,0,Dumfries and Galloway,18643,148290
2020Q3,S08000017,Y146H,Rural,Elective Inpatients,Haematology,0,0,0,Dumfries and Galloway,26026,148290
2020Q4,S08000017,Y146H,Rural,Elective Inpatients,Haematology,0,12,0,Dumfries and Galloway,25679,148290
2021Q3,S08000017,Y146H,Rural,Elective Inpatients,Haematology,0,5,0,Dumfries and Galloway,25834,148290
2020Q1,S08000017,Y144H,Rural,Elective Inpatients,General Surgery,5,5,10,Dumfries and Galloway,29251,148290
2020Q4,S08000017,Y144H,Rural,Elective Inpatients,General Surgery,0,0,0,Dumfries and Galloway,25679,148290
2020Q4,S08000017,Y144H,Rural,Elective Inpatients,Ophthalmology,5,0,5,Dumfries and Galloway,25679,148290
2020Q1,S08000017,Y144H,Rural,Elective Inpatients,Urology,0,0,0,Dumfries and Galloway,29251,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,General Medicine,5,17,10,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,General Medicine,0,0,5,Dumfries and Galloway,18643,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,General Medicine,0,0,5,Dumfries and Galloway,26026,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,General Medicine,0,0,13,Dumfries and Galloway,25679,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,General Medicine,0,0,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,General Medicine,0,0,5,Dumfries and Galloway,25834,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Cardiology,5,13,10,Dumfries and Galloway,26026,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Cardiology,5,6,10,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Cardiology,0,5,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Cardiology,0,5,5,Dumfries and Galloway,25834,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Endocrinology & Diabetes,0,5,0,Dumfries and Galloway,26026,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Endocrinology & Diabetes,5,11,5,Dumfries and Galloway,25679,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Endocrinology & Diabetes,5,13,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Endocrinology & Diabetes,0,5,0,Dumfries and Galloway,25834,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,Gastroenterology,5,0,10,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Gastroenterology,5,0,5,Dumfries and Galloway,18643,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Gastroenterology,10,10,15,Dumfries and Galloway,26026,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Gastroenterology,5,5,13,Dumfries and Galloway,25679,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Gastroenterology,5,5,5,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Gastroenterology,5,0,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Gastroenterology,0,0,0,Dumfries and Galloway,25834,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,Geriatric Medicine,0,0,5,Dumfries and Galloway,29251,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Geriatric Medicine,0,0,5,Dumfries and Galloway,25679,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Renal Medicine,0,0,5,Dumfries and Galloway,25679,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Renal Medicine,0,8,0,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Renal Medicine,0,5,0,Dumfries and Galloway,25834,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Palliative Medicine,0,0,0,Dumfries and Galloway,24302,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,Respiratory Medicine,0,12,0,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Respiratory Medicine,10,9,10,Dumfries and Galloway,18643,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Respiratory Medicine,5,12,10,Dumfries and Galloway,25679,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Respiratory Medicine,5,5,5,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Respiratory Medicine,0,7,5,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Respiratory Medicine,0,5,5,Dumfries and Galloway,25834,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,General Surgery,146,229,230,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,General Surgery,87,125,116,Dumfries and Galloway,18643,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,General Surgery,123,187,205,Dumfries and Galloway,26026,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,General Surgery,99,125,205,Dumfries and Galloway,25679,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,General Surgery,126,189,185,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,General Surgery,139,180,240,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,General Surgery,98,158,180,Dumfries and Galloway,25834,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,Anaesthetics,0,0,0,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Anaesthetics,0,0,0,Dumfries and Galloway,18643,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",35,22,51,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",5,5,5,Dumfries and Galloway,18643,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",33,31,41,Dumfries and Galloway,26026,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",27,16,42,Dumfries and Galloway,25679,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",5,5,10,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",15,14,37,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,"Ear, Nose & Throat (ENT)",10,7,18,Dumfries and Galloway,25834,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,Ophthalmology,10,17,10,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Ophthalmology,0,0,0,Dumfries and Galloway,18643,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Ophthalmology,16,20,15,Dumfries and Galloway,26026,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Ophthalmology,19,19,25,Dumfries and Galloway,25679,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Ophthalmology,12,12,10,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Ophthalmology,19,28,25,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Ophthalmology,5,12,10,Dumfries and Galloway,25834,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,115,375,140,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,0,0,0,Dumfries and Galloway,18643,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,50,49,84,Dumfries and Galloway,26026,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,96,106,130,Dumfries and Galloway,25679,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,20,20,24,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,62,90,80,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Trauma and Orthopaedic Surgery,5,5,10,Dumfries and Galloway,25834,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,Urology,39,25,66,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Urology,25,28,37,Dumfries and Galloway,18643,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Urology,50,42,73,Dumfries and Galloway,26026,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Urology,35,19,74,Dumfries and Galloway,25679,148290
2021Q1,S08000017,S08000017,Rural,Elective Inpatients,Urology,40,45,58,Dumfries and Galloway,23420,148290
2021Q2,S08000017,S08000017,Rural,Elective Inpatients,Urology,30,51,86,Dumfries and Galloway,24302,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Urology,40,29,81,Dumfries and Galloway,25834,148290
2020Q1,S08000017,S08000017,Rural,Elective Inpatients,Haematology,5,10,5,Dumfries and Galloway,29251,148290
2020Q2,S08000017,S08000017,Rural,Elective Inpatients,Haematology,0,0,0,Dumfries and Galloway,18643,148290
2020Q3,S08000017,S08000017,Rural,Elective Inpatients,Haematology,0,0,0,Dumfries and Galloway,26026,148290
2020Q4,S08000017,S08000017,Rural,Elective Inpatients,Haematology,0,12,0,Dumfries and Galloway,25679,148290
2021Q3,S08000017,S08000017,Rural,Elective Inpatients,Haematology,0,5,0,Dumfries and Galloway,25834,148290
2020Q1,S08000029,S08000029,Urban,Elective Inpatients,General Medicine,0,0,10,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Elective Inpatients,General Medicine,10,9,12,Fife,38828,374130
2021Q1,S08000029,S08000029,Urban,Elective Inpatients,General Medicine,0,0,5,Fife,49645,374130
2021Q2,S08000029,S08000029,Urban,Elective Inpatients,General Medicine,0,0,5,Fife,49915,374130
2020Q1,S08000029,S08000029,Urban,Elective Inpatients,Cardiology,10,5,25,Fife,55447,374130
2020Q2,S08000029,S08000029,Urban,Elective Inpatients,Cardiology,5,0,10,Fife,38828,374130
